MY-Android-Mobile_Installs,2015-10-28,2015-10-28,2.42,958,17,3
MY-Android-Mobile_Installs,2015-10-27,2015-10-27,5.96,1769,20,6
PH-IOS-App_Engagement,2015-10-19,2015-10-19,0.31,1200,6,
PH-Android-App_Engagement,2015-11-04,2015-11-04,0.97,1674,33,
HK-Android-Mobile_Installs,2015-10-26,2015-10-26,3.2,532,17,6
HK-Android-Mobile_Installs,2015-10-25,2015-10-25,1.02,172,4,1
HK-Android-Mobile_Installs,2015-10-27,2015-10-27,5.48,839,25,7
HK-Android-Mobile_Installs,2015-10-28,2015-10-28,2.26,322,10,2
HK-Android-Mobile_Installs,2015-10-31,2015-10-31,0.84,129,1,
HK-Android-Mobile_Installs,2015-10-30,2015-10-30,1.4,239,3,
HK-Android-Mobile_Installs,2015-10-29,2015-10-29,1.13,186,3,
HK-Android-Mobile_Installs,2015-10-24,2015-10-24,1.43,259,6,
HK-Android-Mobile_Installs,2015-10-23,2015-10-23,0.65,124,5,2
"HotelQuickly - Post Engagement",2015-10-26,2015-10-26,0.55,8104,5,
"Post: ""HotelQuickly bắt tay với Uber để mang tới món quà...""",2015-11-04,2015-11-04,0.65,577,35,
"Post: ""HotelQuickly bắt tay với Uber để mang tới món quà...""",2015-11-03,2015-11-03,1.67,1651,97,
"HotelQuickly - Post Engagement",2015-10-27,2015-10-27,9.45,96064,35,
HK-Android-Mobile_Installs,2015-10-19,2015-10-19,0.98,177,7,1
HK-Android-Mobile_Installs,2015-10-22,2015-10-22,1.38,228,3,
HK-Android-Mobile_Installs,2015-10-21,2015-10-21,2.65,469,9,2
HK-Android-Mobile_Installs,2015-10-20,2015-10-20,0.65,129,4,2
HK-Android-Mobile_Installs,2015-11-01,2015-11-01,2.82,527,14,1
HK-Android-Mobile_Installs,2015-11-02,2015-11-02,1.27,204,4,
PH-Android-App_Engagement,2015-10-29,2015-10-29,1.33,2938,53,1
PH-Android-App_Engagement,2015-10-28,2015-10-28,1.58,3357,68,
PH-Android-App_Engagement,2015-10-27,2015-10-27,1.71,3532,51,
PH-Android-App_Engagement,2015-10-30,2015-10-30,1.24,2541,53,1
PH-Android-App_Engagement,2015-10-31,2015-10-31,1.23,3100,50,
PH-Android-App_Engagement,2015-11-03,2015-11-03,1.24,2937,58,
PH-Android-App_Engagement,2015-11-02,2015-11-02,1.03,3334,68,1
PH-Android-App_Engagement,2015-11-01,2015-11-01,1.58,2941,73,
PH-Android-App_Engagement,2015-10-26,2015-10-26,1.92,3368,71,1
PH-Android-App_Engagement,2015-10-25,2015-10-25,1.24,3171,67,
PH-Android-App_Engagement,2015-10-19,2015-10-19,1.55,3900,70,1
HK-Android-Mobile_Installs,2015-11-04,2015-11-04,0.55,94,1,
HK-Android-Mobile_Installs,2015-11-03,2015-11-03,0.58,100,3,
PH-Android-App_Engagement,2015-10-20,2015-10-20,0.95,3181,48,
PH-Android-App_Engagement,2015-10-21,2015-10-21,1.4,2825,53,
PH-Android-App_Engagement,2015-10-24,2015-10-24,1.32,2498,59,
PH-Android-App_Engagement,2015-10-23,2015-10-23,1.05,2706,52,
PH-Android-App_Engagement,2015-10-22,2015-10-22,1.15,2911,55,
VN-Android-App_Engagement,2015-10-23,2015-10-23,0.54,948,22,
VN-Android-App_Engagement,2015-10-24,2015-10-24,0.35,942,20,
Social_Media-HotelQuickly-Page_Likes,2015-11-03,2015-11-03,27.75,10950,1047,
Social_Media-HotelQuickly-Page_Likes,2015-11-02,2015-11-02,27.75,12318,1165,
Social_Media-HotelQuickly-Page_Likes,2015-11-04,2015-11-04,13.46,5374,501,
PH-Android-Mobile_Installs,2015-10-19,2015-10-19,0.5,231,2,1
PH-Android-Mobile_Installs,2015-10-22,2015-10-22,0.24,255,2,
PH-Android-Mobile_Installs,2015-10-21,2015-10-21,0.19,253,2,
PH-Android-Mobile_Installs,2015-10-20,2015-10-20,0.5,701,5,
Social_Media-HotelQuickly-Page_Likes,2015-11-01,2015-11-01,27.75,16604,1200,
Social_Media-HotelQuickly-Page_Likes,2015-10-31,2015-10-31,27.75,15406,1029,
Social_Media-HotelQuickly-Page_Likes,2015-10-25,2015-10-25,27.75,12047,942,
Social_Media-HotelQuickly-Page_Likes,2015-10-24,2015-10-24,27.75,15700,892,
Social_Media-HotelQuickly-Page_Likes,2015-10-23,2015-10-23,27.75,15200,979,
Social_Media-HotelQuickly-Page_Likes,2015-10-26,2015-10-26,27.75,11763,933,
Social_Media-HotelQuickly-Page_Likes,2015-10-27,2015-10-27,27.75,19004,917,
Social_Media-HotelQuickly-Page_Likes,2015-10-30,2015-10-30,27.75,13483,985,
Social_Media-HotelQuickly-Page_Likes,2015-10-29,2015-10-29,27.75,13938,1054,
Social_Media-HotelQuickly-Page_Likes,2015-10-28,2015-10-28,27.75,14002,887,
PH-Android-Mobile_Installs,2015-10-23,2015-10-23,0.44,619,10,1
PH-Android-Mobile_Installs,2015-10-24,2015-10-24,1.1,1528,11,2
AU-Android-Mobile_Installs,2015-10-20,2015-10-20,0,419,0,
AU-Android-Mobile_Installs,2015-10-19,2015-10-19,1.82,828,4,
PH-Android-Mobile_Installs,2015-11-04,2015-11-04,0.32,285,4,1
AU-Android-Mobile_Installs,2015-10-21,2015-10-21,1.63,217,2,
AU-Android-Mobile_Installs,2015-10-22,2015-10-22,0.83,271,1,1
AU-Android-Mobile_Installs,2015-10-25,2015-10-25,0.06,406,1,
AU-Android-Mobile_Installs,2015-10-24,2015-10-24,0.83,240,1,
AU-Android-Mobile_Installs,2015-10-23,2015-10-23,0.71,149,1,
PH-Android-Mobile_Installs,2015-11-03,2015-11-03,0.44,759,4,1
PH-Android-Mobile_Installs,2015-11-02,2015-11-02,2.1,3158,28,
PH-Android-Mobile_Installs,2015-10-27,2015-10-27,0.48,663,9,1
PH-Android-Mobile_Installs,2015-10-26,2015-10-26,0.82,1096,11,2
PH-Android-Mobile_Installs,2015-10-25,2015-10-25,1.39,1926,15,1
PH-Android-Mobile_Installs,2015-10-28,2015-10-28,1.17,2292,40,3
PH-Android-Mobile_Installs,2015-10-29,2015-10-29,0.96,1711,15,3
PH-Android-Mobile_Installs,2015-11-01,2015-11-01,3.64,6177,75,8
PH-Android-Mobile_Installs,2015-10-31,2015-10-31,1.98,3263,28,3
PH-Android-Mobile_Installs,2015-10-30,2015-10-30,1.34,2165,18,3
Social_Media-HotelQuickly-Page_Likes,2015-10-22,2015-10-22,27.75,12145,946,
Social_Media-HotelQuickly-Page_Likes,2015-10-21,2015-10-21,27.75,12538,979,
HK-Android-App_Engagement,2015-10-29,2015-10-29,3.09,1173,28,
HK-Android-App_Engagement,2015-10-28,2015-10-28,3.48,1224,29,
HK-Android-App_Engagement,2015-10-30,2015-10-30,3.6,1356,30,
HK-Android-App_Engagement,2015-10-31,2015-10-31,4.23,1093,29,
HK-Android-App_Engagement,2015-11-03,2015-11-03,3.58,1162,32,
HK-Android-App_Engagement,2015-11-02,2015-11-02,2.72,1398,26,1
HK-Android-App_Engagement,2015-11-01,2015-11-01,3.55,1062,25,
